Product_Name,Rating,Review_Comments
Net10 Motorola Prepaid Cellular Phone - Blue (NTGC139): Cell Phones & Service,5.0,My tracfone has good reception. i like that it has free call waiting and free caller id. if you haven't activated your tracfone yet then the 'refer a friend program' will give each of us 100 free minutes. please send me an email and i will send you a fast referral. it's a win/win! thanks 
LG C1500 Phone (Cingular): Cell Phones & Service,4.0,I have had this phone for about 6 months now and all together is has been great. I mean it dont have bluetooth but besides that its good. I have had so many hightech phones but end up dropping them and breaking them or finding them in my daughters purse in a million pieces. This phone i dont have that problem it is really made good. i have dropped it off my car going down the road and went back and got it and its fine.
LG C1500 Phone (Cingular): Cell Phones & Service,4.0,"Are we all talking about the same phone here? I haven't had any problems with it and using it is a breaze. I bought this phone after I wanted to change my calling plan so I wouldn't get stuck with roaming charges while I was away, far from my calling area. My old phone (also an LG) wasn't compatible with this new calling plan because it was embedded with the old AT&T service. I love the fact that I can download MP3 ringtones to this phone because that was one thing that I was looking for. I also like the fact that it has a speakerphone. It does not have a camera, and I was not looking for one. I already own three very good stand alone cameras, why bother with another?? I was although a little aggravated having to re-enter all of my old phone book information because that's the only way you can do it. The manual is not hard to read at all unless you are dyslexic."
Nokia OEM USB CA-42 Data Cable for Nokia 7210 6800 6610 6200 6100 5100 3589i 3588i 3586i 3585i 3585 3570 2270 2115i 2116i 6020 2128i 2125i 6103 6102i 6822 & more: Cell Phones & Service,5.0,"After two no-brand aftermarket cables which were invisible to the phone and Nokia Phone Suite, this cable and the included software driver worked perfectly. (Note: Nokia Phone Suite must be separately downloaded, but is free of charge.)We have uploaded photographs from our Nokia 6102i to our computer and added phone numbers from the computer keyboard to the phone.Nokia has gone to pains to ensure that you buy an expensive cable. I recommend pricing accessories before selecting your next phone. Some Motorola phones accept a universal mini-USB cable which I believe is cheaper"
Three-Piece Value Combo Pack for Nokia 1100: Cell Phones & Service,5.0,The pack is quite as described.  Any one of the three itemsmight justify the small expense
Three-Piece Value Combo Pack for Nokia 1100: Cell Phones & Service,5.0,"Good purchase.  Although I have not used the headset yet, the case and charger work perfectly.  Great savings.  Amazon is the place to shop for a discount"
Sony Ericsson Z610i Rose Pink Phone (Unlocked): Cell Phones & Service,4.0,Be careful - Amazon identifies this phone as being GSM 850MHz.  It is not.  Read the 'Vital Statistics' section in the full write up and you will see no mention of 850MHz.  Check the Sony web page (and other people who sell this phone) and you will see that it does not work on 850MHz.I don't own this phone but was researching it for a friend when I discovered this discrepancy.  I gave it 4 stars because of the cool Magic Mirror case - I have no idea if this phone is really good or not
Motorola i880 Phone (Nextel): Cell Phones & Service,5.0,I love this phone.  I can do so much with it.  It is light weight and fun to carry.  I love the button flip feature.  Great phone!!
Motorola i880 Phone (Nextel): Cell Phones & Service,5.0,Purchased this phone a little over a month ago and so far everything works well and have no problems.  Many nice features and the service in the state of GA is good
Motorola i880 Phone (Nextel): Cell Phones & Service,4.0,"I bought this phone as part of the Sprint/Nextel SERO plan.I used it for about 14 days before deciding that it didn't fit my needs for several reasons outlined below:- Battery life was sporadic -- I got maybe a day worth of power from it. One time it completely discharged overnight. For the price of the phone (and the two year contract it carries) this is a dealbreaker.- The Nextel network coverage has gone downhill in my area (I was a former Nextel subscriber for 3 years - so I have some experience with coverage around town). I was getting disconnects and sporadic no signals.- The phone would sporadically mute the ringer. An incoming call would light up the display but there would be no ringing. This seems to happen after I had put the phone on vibrate and then turned it back to ring.- For the same monthly service fee, I was getting less access to web services and no high speed Internet ability. Admittedly the high speed access is not as useful on a tiny screen -- but if I'm going to be locked into a 2 year contract I would like to have some fast internet access on the phone. The i880 still uses the slow Nextel data network.I was not a Direct Connect/Walkie Talkie user. If I were, then my opinion of this phone might be a little higher (since Nextel presently has arguably the best fully functioning walkie talkie network). I could not justify being locked into a 2 year contract with equipment that seemed sub-par on a network that did not (and likely never will) support the latest high speed technologies.Below were my initial impressions during the time I used the phone:Thankfully Motorola designed the phone so the micro-SD card is accessible from the outside -- no need to pull the battery to update the card. Here's the big things I don't like.1. You CANNOT use any mp3 songs that you transfer to the micro-sd card as ringtones. 2. You also cannot readily load additional wallpapers unless it is a picture you took with the phone or a paid download. Any message (mms) that you send to yourself can only be set as a caller id image and not wallpaper. 3. Battery life on my phone is flaky - I'm getting maybe a day and one-half with usage that approximates 60 minutes talk time and perhaps 6 to 10 picture messages.You must pay Nextel to download ringtones. There are some users who have modified the phone and reportedly are able to use ringtones off their micro-SD memory card - however the process is more technical than what your average user might want to tangle with.Note: Sprint and Nextel are both owned by the same company. If you're making a decision on Sprint vs. Nextel, there are only a couple reasons that I can think of to recommend Nextel over Sprint. First, if the Nextel coverage is better. Second, if you have a need to use the Nextel Walkie Talkie feature.The Sprint side of the company features phones with significantly enhanced web browsing and higher speed data communications. The Nextel side clings to the larger phones and aims their services at the industrial/construction market. For almost every consumer, the Sprint side is a better deal. Sprint in my experience has better customer service whereas Nextel tends to transfer you endlessly among a variety of customer service representatives.Here's my summary of this phone after using it about two weeks:The Good:-beautiful speaker phone-compact design / solid feel-2 megapixel camera, ability to capture movies-flip swings open when you push a button-Nextel sms/mms messages can now be auto-downloaded - I believe this is the first Nextel phone to sport this feature-nice loud audio-both Nextel walkie talkie and DirecTalk supportThe Bad:-can't play ringtones off Micro SD or via any other non-Nextel transfer (Note: Technically some people have been using a Motorola product called webjal to make transfers with a cable - but this may be more technical than the average user would like to tackle)-Nextel is in my opinion on their way out as a carrier, soon to be completely assimilated into the Sprint side of things. While not entirely unexpected, it means that Nextel plans and features are not as attractive to non-construction users (Nextel's core group). If you want Mobile to Mobile unlimited minutes you pay more versus most Sprint plans which include them. Nextel doesn't have the super fast data speeds or network web browsing of competing carriers. Most web browsing on Nextel is limited to character based wap sites that both crawl along speedwise and present unexciting character based screens.-the phone is a little bigger that what some have grown accustomed to.-while not phone related, some users in larger cities have reported the iDen system is nearing capactity with a lot of busy signals.-I am only getting about a day of battery life - which is extremely low."
Cingular 8525 Designio Leather Case: Cell Phones & Service,5.0,"Very well-thought design. I just wished I looked up at the pictures on here again before I pushed my 8525 in without sliding out the keyboard first. I thought it was weird. But after I looked at the pictures again.. man.. how brilliant! They should've provided some sort of User Guide on how to put the case on. And the leather is of a very high quality too. The seller is awesome, very Amazon-like shipping (i.e. fast)"
Cingular 8525 Designio Leather Case: Cell Phones & Service,5.0,"This product is definitely worth the $30. The leather is nice and what you can't see from the picture is that the item is held into the case by a plastic covering over the keyboard. When closing the keyboard, the plastic does catch a little, but I think that will go away the more I use it. The phone fits snugly into the case and no part of the screen is covered by the leather exterior. Access to the buttons have been made easy. Each exterior button is given its own hole in the leather. The ok button and ptt button on the left are covered by leather however there is clear markings in the leather designating, ""ok"" and ""ptt."" The leather faceplate is secured by a magnet providing easy and quick access to the touchscreen. On the flopside of the faceplate is a convenient mesh pouch for memory cards or etc. Another thing not mentioned in its description is that it comes with a belt clip, however there is no place to secure the belt clip onto the case. Highly Recommende"
Palm Treo 600 Stylus 3-Pack: Cell Phones & Service,5.0,I was very happy to see that Amazon shipped me PalmOne brand Stylus's and not some generic.  This is a great deal and I'm going to order some more.  Thank
Palm Treo 600 Stylus 3-Pack: Cell Phones & Service,5.0,Does what it needs to... The hell with Palm that changes stylus with every new model
"LG OEM Original Standard Lithium-Ion 1000 mAh Battery For VX6100, VX3200, VX4650, VX4700, AX4750, PM-325, MM-535, VI-125, VX5200, VX8100, VX3300, PM-225, LX-350, VX8300, VX5300, VX3400: Cell Phones & Service",5.0,"This battery arrived fast, fits, and works well. I highly recommend this seller"
"LG OEM Original Standard Lithium-Ion 1000 mAh Battery For VX6100, VX3200, VX4650, VX4700, AX4750, PM-325, MM-535, VI-125, VX5200, VX8100, VX3300, PM-225, LX-350, VX8300, VX5300, VX3400: Cell Phones & Service",5.0,"Great battery, now the phone goes way longer without needing to be recharged"
Samsung WEP200 Bluetooth Headset - Silver: Cell Phones & Service,4.0,"I ordered this headset in silver - Webtreo sent out white, but said that even though it appears white, it really IS silver! We argued about the color, and I finally convinced them that Samsung makes white, silver, red, and black. It took almost a month to get resolved, but I finally have the silver headset that I ordered. It is very small, light, and easy to use. There are 3 different size earpieces for a better fit. The headset gets 4 stars, Webtreo only gets 1 star.I wouldn't order any products from them again"
Samsung WEP200 Bluetooth Headset - Silver: Cell Phones & Service,5.0,"This is by far the best bluetooth headset in the market, it is small and very light as well, just like wearing an earing.  The sound is amazingly clear, people on the other end thought I was actually using my phone.  I have no problem with it falling off, just make sure the stopper is placed correctly inside your ear.  I'm so happy with this cutie that I'm buying it for my sisters & friends"
Samsung WEP200 Bluetooth Headset - Silver: Cell Phones & Service,4.0,"Consumer Reports correctly deemed the Samsung WEP200 Bluetooth headset as the best. I can hear my callers while driving and they can hear me. The Samsung is also an extremely small and discrete headset, so you won't look like a cheesy phone operator while driving in your car. And if you want to be one of ""those"" people who use their Bluetooths while walking around in public places, it's small enough where people will really wonder if you're a crazy person talking to yourself. Gimme a break! The Samsung also comes with a cool carrying case that doubles as a charger. This is super handy since the headset is so small and would be easy to lose or damage if not for the sturdy (but not at all bulky) carrying case.The Samsung is the first Bluetooth headset that I did not quickly return due to poor headset volume. I returned my LG and Nokia Bluetooths after my first few drives in my car. I simply could not hear the people to whom I was talking. The Samsung is the first to provide enough volume. I'm still happy with it after two months of ownership.The Samsung was also approximately $35 cheaper on Amazon than at Best Buy or other retailers, whether online or in person. So buy it from Amazon's retailers.The only reason I gave the Samsung four stars and not five is because of the short talk time and because it does not stay in your ear while running. I learned this one morning when I was late for work and ran from my car to my office. The Samsung quickly began to fall out of my ear.If the Samsung's short talk time is not a concern for you, then I doubt there are too many other Bluetooth headsets in this price range that will provide better performance in such an extremely small package"
Plantronics MX256-X1 EarBud Headset with Noise-canceling Microphone w/2.5mm Plug: Cell Phones & Service,5.0,Excellent sound quality.  Noise cancellation really works.  The button on the headset string lets you automatically place a call and end the call.  Very nice.  Works much better and more reliably than ANY BlueTooth set I've tried - and I've tried almost all of them. 
New Unlocked Motorola L6 Slvr Black Camera Unlocked Gsm Phone: Cell Phones & Service,4.0,only problem is that it is easy to drop and the scrren smudges easil
New Unlocked Motorola L6 Slvr Black Camera Unlocked Gsm Phone: Cell Phones & Service,5.0,I PURCHASE THIS PHONE FOR MY DAUGHTER FOR XMAS. AND IT WAS EXACTLY WHAT SHE WANTED.I ALSO WAS VERY PLEASE WITH IT
Sony Ericsson ICE-26 OEM Leather Case for Z500a Z520a W710i Z710i W300i W600 Z525a Z300a in ORIGINAL Sony Ericsson Packaging!: Cell Phones & Service,4.0,This case has good quality construction and fits properly. It solves the problem of being able to plug in the proprietary cord for the ear phones while still being in the case. Two things kept me from rating it 5 stars. I prefer a magnetic closure to velcro which this case uses. I also prefer the option of having the phone horizontal on my belt which I find less cumbersome while working. The fixed belt clip design only allows vertical positioning. This is still the best optional case if you want to use the MP3 player feature and require the use of earphones
Platinum Skin Case w/Swivel Clip --LG VX8500: Cell Phones & Service,4.0,"  I recently took a chance on this item, and I am happy to report that its not bad!     I was actually not looking forward to a swivel (bad experience) but the swivel is very solid.    It looks good. The skin is not the best, but I like it.    The only problem I have with it is that you have to take out the phone completely in order to use it. "
"Samsung OEM USB Data Cable For Samsung SCH-A630, SCH-A850, SCH-A950, SCH-A970, SCH-A930 - Requires third-party software (not included).: Cell Phones & Service",5.0,Works great with my SCH-A950 and BitPim..
Car Charger for Motorola V3 Razr Razor V3c V323 V325 L6 L7 U6 Vehicle Car Battery Charger: Cell Phones & Service,4.0,"It's not rocket science... it works or it doesn't. The device works fine. My only ""complaint"" is that the cord is a bit short but that is of lesser concern considering the price. The short cord is the only reason it didn't get a 5 star rating. It's well worth the money"
Car Charger for Motorola V3 Razr Razor V3c V323 V325 L6 L7 U6 Vehicle Car Battery Charger: Cell Phones & Service,4.0,you can tell that the quality is not as good as the one you would get in a retail store.  but it does the job well and i have never had a problem with it
Brand New Audiovox PPC-6700 VX6700 6700 PDA Smartphone Extended Lithium-Ion Battery (2400mAh) with Silver Door: Cell Phones & Service,5.0,I have nothing but good things to say about this purchase and product.  It works and looks great.  I only wish they could make a PDA phone that wasn't as big as a boat
Brand New Audiovox PPC-6700 VX6700 6700 PDA Smartphone Extended Lithium-Ion Battery (2400mAh) with Silver Door: Cell Phones & Service,4.0,"The battery works very well.  However, the silver door that comes with the extended battery falls off easily"
Ratcheting Swivel Belt Holster for Samsung A670: Cell Phones & Service,5.0,"The holster that Samsung supplies with their phone will not allow you to flip open the phone when phone is in the holster.  How stupid is that?   Why would Samsung supply this type of holster to their customers? However, this holster has solved that problem.  You can now flip open your phone when using this holster.  Thank yo"
Motorola Razr V3 V3c V3m Black Rubberize Crystal Case Cover with Removable Ratcheting and Fixed Belt Clip: Cell Phones & Service,5.0,"I wasn't expecting a lot from this extremely inexpensive case, but I'm very impressed.  I bought from accessory one, the total cost was about $4.  The case fits nearly perfectly, every hole is the right size and in the right place, not as exact as possible but everything works just as well as without the case.  Others have complained of chipping paint but in the week I've been using this it hasn't chipped yet.  Can't do any better for the $$$"
Motorola Razr V3 V3c V3m Black Rubberize Crystal Case Cover with Removable Ratcheting and Fixed Belt Clip: Cell Phones & Service,4.0,"Very nice, but I don't like the belt clip.  If I remove the belt clip there is still an impediment where it use to be"
Motorola Razr V3 V3c V3m Black Rubberize Crystal Case Cover with Removable Ratcheting and Fixed Belt Clip: Cell Phones & Service,5.0,For the quality and fit of this cover the price is a bargain.  It fits very snugly and the rubberized material improves the grip.  I found the razr v3 to be akward or slippery at times and this cover takes care of that problem.  I would recommend this product highly
Motorola Razr V3 V3c V3m Black Rubberize Crystal Case Cover with Removable Ratcheting and Fixed Belt Clip: Cell Phones & Service,5.0,"If you're looking for a slim cover that won't add a lot of bulk to your RAZR, this one is great. No, it probably WON'T provide much protection if you drop your phone. It DOES protect your RAZR from scratches and fingerprints, and the rubberized material is easy to grip and feels great in your hand. The cutouts for the outside display, camera (I have a V3m), and M logo are perfectly placed and the whole cover fits well. I don't use the belt clip, as the cover by itself adds hardly any bulk so I just keep my phone in my pocket. Without the belt clip, there is a small 'snap' that sticks out a bit from the back of the cover but it's really no big deal. For the $3, you can't beat this. :-"
LG OEM VX4400 / VX4400B Extended Lithium Ion Cellular Phone Battery - LGLI-ABTL: Cell Phones & Service,5.0,The battery was everything needed.  No surprises.  It fit the phone and charged fine
LG OEM VX4400 / VX4400B Extended Lithium Ion Cellular Phone Battery - LGLI-ABTL: Cell Phones & Service,5.0,I received exactly what I ordered very quickly
Cingular 8525 PDA Phone (Cingular): Cell Phones & Service,4.0,"Thought I'd post this info here, since this subject still confuses people. I just talked to a cust care representative, who confirmed that cancelling included data plan before 180-day period will invalidate $250 Amazon phone rebate. Well, I guess that is a major turn down for me for this phone and this offer, since I don't really need a data plan, and planned to use WiFi connectivity most of the time. Any comments?I still would like to give it 5 stars since I believe it is a great product. I'll take one star off however, due for its weak battery life, and lack of standard audio connection (2.5"" or 3.5"" minijack). "
Cingular 8525 PDA Phone (Cingular): Cell Phones & Service,4.0,"There are many good reviews on 8525 positive features and most are fairly accurate.  Lots of good features in the 8525.  My intent is to document some of the shortcomings of the 8525 and Windows Mobile OS in the hope that MS and HTC will heed and correct in the future.  I am a business user who wanted to combine my HP IPAQ 1945 and my Motorola V550 Cell phone into one device. I use a Motorola H700 headset with my old devices and the 8525.My overall assessment is; Replacing my two 3 year old devices resulted in me accepting some compromises that I don't think are necessary in terms of functionality and ease of use.  All the features I describe below were in the earlier Windows Mobile OS used by my IPAQ 1945 or my Motorola flip phone. If readers find that there is a way to perform any of the deficiencies I describe please let me know.  My suggestions in rough order of priority:1)  Blue tooth headsets. Blue tooth audio should always come through the blue tooth headset regardless of the PDA volume setting.  To hear my voice commands repeated, I have to turn on the annoying sound of the PDA, so when I voice dial via my Blue tooth headset, I can hear my voice commands repeated back.  I am referring to the standard voice dial that comes with the 8525.  One quick solution would be to tie BT headset to the phone volume setting rather than the PDA.  Even nicer would be an upgrade that allows full audio with the ""VoiceCommand"" software (this is documented in many other reviews).  Another nice feature of my Motorola cell phone was as soon as the BT was detected the phone volume changed from vibrate to audio if it was set to vibrate.  It changed back to the original audio setting after turning off the BT headset.1a)  If I request voice dial via my blue tooth headset the screen should ALWAYS display the voice dial page.  Instead the initial ""Owner Info"" page stays up and you can't see the name on the screen unless you reach down and tap the screen.  Not desirable when driving.  If you didn't set the PDA to its annoying noise level you can't hear the name you requested either.2) Need to be able to control the PDA and phone volume independently for Audio, Vibrate or OFF.  For example need to be able to tie turn up the phone volume while keeping the PDA volume setting on OFF or vibrate.  3) Need to be able to program how long the display stays on.  I am constantly groping to find the power button on the side to keep the display on as it turns off when I need to see something.  4) I would buy a non Bluetooth headset if one was available for long drives when my BT headset battery is dead.  Only solution I see is the 8525 stereo headphones and turning on the speaker which is a little noisy for listeners while driving on the freeway.5) Provide a built in way to make the PTT and Comm Manager, and IE Quick key buttons programmable.  I would use them for many other functions; such as PTT bringing up the volume control so I can change it from vibrate to audio to speaker (need to be able to select speaker here see below).6) Give me a way to press an external button to toggle between speaker on and off.  I can't easily push the speaker icon with my fingers.  Suggestion. Add a radio button on the volume control that allows you to select speaker phone. Yes you can select the phone speaker soft button, but often the display has gone blank and the keypad is showing.  Turning speaker on/off should be easier. 7) Provide option to save email attachments to storage card.  That was on my IPAQ Windows OS and allowed me to capture lots of attachments without running out of memory. 8) Remember the Filter setting I selected for Tasks.  If I have filtered by a task category during that session remember the filter I selected.   Currently I have so many tasks there is a 5 second delay to bring them all up 9) Give me a way to turn off have the Internet browser Quick Key (or make this button programmable) I am always having to close the browser because it gets hit/selected10) Let me Edit/Paste with one step for notes, word, task notes etc.  The IPAQ has ""Edit"" at the bottom.  With 8525 OS you must select Menu, then Edit, then Copy.  Keep Edit on the bottom. Question: is there a key on the keypad to select CNTRL C for copy like what is done on a PC (the letters are underlined in the menu, but I don't see a CNTRL key on the keypad?11) Allow the trackwheel to scroll up to the icons on the top and then use the nav button to move across the icons (might be the way to allow an external way to set audio volume)12) If I power off the device have it remember my input selection.  For example I select ""Letter Recognizer"".  But I must reset each time I power 8525 off.  "
Cingular 8525 PDA Phone (Cingular): Cell Phones & Service,4.0,"I recently got the 8525 and i loved it at first mainly because of the multi functions it could do. However eventually i found out that the phone part of this pda is not as great as my previous camera phone. My friends complain that they hear a lot of outside noise while talking. The phone ear-volume is quite low and i have to constantly put it to max it if i am in noisy places.Pros:Software : The windows applications - Word, Excel, Media player.            Plus : Ability to create office documents and play games Hardware : Micro sd slot - Sandisk card cost me 20 bucks.Wireless Internet : You could connect this device to any wireless unsecure network to get to the internet. I dont have a data plan with Cingular but i connect to the internet from home through my WIFI home network. If iam at a coffee shop i could connect to their secure network and get to internet for free.Cons :* A bit bulky to carry around.* Camera is not as expected. The view finder is sloppy and cannot capture images in low light.* Battery needs to be charged every second day (depends on usage) but even with light use i had to charge it every other day.Best suitable for :* Internet savvy people who are on the move.* Email and messaging.* As a pocket PC.* To listen to music (need to purchase micro-sd card)Accessories:Boxwave leather case ($30)Leather case by Boxwave fits pretty good and protects the device. The only problem is that after you put this case on, the phone volume needs to be set to the max, even after that you wont be able to hear the other person so well. But the boxwaver case could be opened half way and folded over.BluetoothThis device works very well with blue tooth.Bottom line:If you are ok with minor inconveniences while using the phone this is for you. "
Cingular 8525 PDA Phone (Cingular): Cell Phones & Service,4.0,"This is a wonderful device. Build quality is typical of HTC, meaning very good. The call quality is good provided you're in a decent service area (system not overloaded with AMR-HR kicking in). The scroll wheel is a very useful addition to the Hermes line and makes one handed use much more manageable. The slide out keyboard is easy to use and provides very good tactile feedback. There is a huge user community and a very large knowledge base to consult (this is perhaps the ultimate ""geek"" phone). The WM5 ROM it currently ships with is fairly stable and provides the usual suite of applications and productivity tools. There is a learning curve involved with Windows Mobile, but IMHO it's not nearly so bad as some ppl make it out to be. In general, things work as they are supposed to with this phone.One drawback is that while the device does support the Bluetooth A2DP profile (stereo bluetooth sound), the Microsoft Bluetooth stack as found on this device is horrible. The phone ships with A2DP forced to mono, which means you'll have to manually edit the registry to enable true stereo sound over bluetooth. The bluetooth stereo sound is also set to a very low quality, which also involves a series of registry tweaks to improve. And even after all of that, there still exists audible inaccuracies and artifacts in the audio. In other words, don't waste your money on a set of stereo bluetooth headphones if you take your audio seriously. However, the bluetooth does work very reliably with most regular (mono/one ear) BT headsets (I recommend the Jawbone), and the call and voice quality experienced in call with these devices is perfectly acceptable.Another audio related drawback of this device: There is not even a 2.5mm stereo jack. The only physical audio out is through HTC's proprietary jack which is also the power and data jack. The saving grace here is that the earbuds the unit ships with are actually passable, and also the availability of HTC-to-3.5mm jack adapters on the market.Even with a few shortcomings, I would be remiss to not point out that this is probably the best PocketPC Phone on the US carrier subsidized market. It packs an incredible amount of power into a remarkably usable form factor. If you're in need of a Windows Mobile device and a fan of the slide out qwerty keyboard instead of the dedicated keyboard devices, this is your phone"
Cingular 8525 PDA Phone (Cingular): Cell Phones & Service,4.0,"Purchased this phone as a replacement for my old skool Verizon XV6600 and I am extremely impressed.  I have been a PocketPC Phone user for several  years now and it appears the 8525 along with Windows Mobile 5 is very close to nirvana for this IT Professional-by-day \ GadgetFreak-by-night guy.If you don't read anything else in my review please understand this:1)  This is a Microsoft OS and things will go bump.2)  If you are NOT in the market for spending around $110 a month for a service plan (voice and data), you have no business with this phone.This is a productiviy enhancer, it is not %100 perfect but as a data center manager who receives around 200 emails a day along with about 200 system notifications a day, this phone does the trick.The battery life isn't that bad as I have this thing in its cradle (not included) during the day.Screen is bright.The WiFi feature works beautifully.The 3G network is amazingly fast.Works flawlessly with my Exchange 2003 server.  (Active Sync is so easy to setup, a noob could do it.)The only reason reason I didn't give it 5 stars is the fact that it can't make me a cocktail"
Cingular 8525 PDA Phone (Cingular): Cell Phones & Service,5.0,"This phone is also sold as the Dopod 838 Pro in Asia (it's quite popular in Singapore), and the HTC TyTN in Europe, but in an unlocked model. and quite a bit more expensive than what Cingular sells it for here.  If you are using this as your first PDA phone from another non Windows product, you will think it's a heavy, over feature laden product that you will never fully use, and its a problematic one at that.  Having said that, this is probably one of the best Windows PDA phones available today.  The features of this phone (3.5G, Bluetooth 2.0, etc. ) are such that you would never need to bring a laptop with you.  You can even install Skype Mobile on this phone.  The keyboard stows away well, and has good feel.There were initial problems with this phone in the Asian market, that have now been since resolved, and is now robust and reliable.But one caveat to keep in mind when using this product...it runs Windows Mobile.  Meaning, if you are not familiar with Windows devices, it may frustrate you...it doesn't respond like a non Windows cell phone.  But, if you can overlook that, it will perform better than anything available...even Blackberry devices do not compare to this"
Cingular 8525 PDA Phone (Cingular): Cell Phones & Service,5.0,"Many of my colleague use blackberry for emails but I give a try on this brand-new 3G/Wi-fi/camera equipped smartphone.  The 3G and Wi-fi works very well in our area.  It also worked very well in Europe after activation of the cellphone by Cingular customer service.  E-mail and internet works very well in both locations.  Addition of 1GB microSD chip actually solve many of the bluetooth file transfer issues, since I can simply stick the microSD card into regular SD cassette, and use a card reader and USB cable for file transfer from PC or Mac like other memory chips.  The color calibration and default focus of the camera is very good and video is very good quality for the cameraphone.  Again, 1GB allow you to take a very long video in Windows Media Player format.  Installation of Good mail system automatically synchronize to Lotus Note emails, contacts, and calendar any time, any place, and automatically chime schedule notices. The only drawback are the battery life, which require frequent charges, slow keypad for phone calls (and I do not know how to silence the keypad), and a little tough keyboard touch.  Lack of shift keys on both sides sometimes makes key typing difficult (especially shift+A !).  In addition, Microsoft Word processing is slow, and so as Excel, which will require a faster chip. Overall, a great all-around pocket PC in this generation"
Cingular 8525 PDA Phone (Cingular): Cell Phones & Service,5.0,"I bought my 8525 when they first came out, like two months ago right after christmasI upgraded to a 2gig memory card and also have the GPS serviceI love my phone though it might have problems time to time and some getting used toOverall this was the best purchase for the price, I ended up spending  almost $900but I also had the bluetooth essential pack the GPS and some other featuresThis is the best phone out. period.no the iPhone isn't going to beat itthe iPhone doesn't have a slide out keyboardthat's soemthing I don't want to part withI would like to see the iPhones operating system though!but the 8525 takes home the trophy!!!"
Cingular 8525 PDA Phone (Cingular): Cell Phones & Service,4.0,"Hi, I just recently purchased this phone. and so far these are the problems. Yes you do have to restart the device, it does get hung, but i don't blame the phone, after all it has windows mobile 5 in it. The restart has occurred twice to me in the past week, So be careful. This phone is pretty close to being perfect. Other than the fact that it has windows, The 3G connection is crazy fast and it is amazing to have. If you take this phone be ready to take a good data connect plan as even thought it has wifi capabilities, Cingular has programed it to first connect to their data connect feature.. which in return will give u a nice thick bill.. Once you buy the phone i suggest that  you get this software Spb Pocket plus. It helps shutting down softwares running in the background, and adds more features. The screen clarity is amazing and it has great features. It can connect up to 6 bluetooth devices at once. Overall i give it a 4 because of the hardware. the one star missing is cause it has Windows. Sorry Microsoft but you need to remove the bugs outta this windows too."
"RIM BlackBerry 7100g, 7100i, 7100t, 7105t, 7130e 8700c 8700g Battery Standard - ACC-10477-001: Cell Phones & Service",5.0,Battery came quickly and performs as describe
"Eforcity USB Data Cable for LG VX8300 / VX-3400 / VX-3450 / UX210, VX5300 / UX-245 / AX-245: Cell Phones & Service",5.0,"I bought this cable knowing by reading the reviews that it might not work, so for the price I gave it a shot. This USB cable was a replacement for my other cable that was used as a chew toy by my dog. Since I already had DataPilot (susteen) software already installed as soon as I plugged it into my computer with the phone attached it saw it as a (susteen USB cable) and installed all the drivers on winXP, if you don't have susteen drivers/software you can obtain the drivers for the USB cable for your phone from their website (free download). I never used the installation CD that came with this USB cable and I installed this cable on 3 different computers and yes it also works with the DataPilot software, but I like using BitPIM software for my VX830"
Motorola C155 Prepaid Phone (NET10): Cell Phones & Service,4.0,My tracfone has good reception. i like that it has free call waiting and free caller id. if you haven't activated your tracfone yet then the 'refer a friend program' will give each of us 100 free minutes. please send me an email and i will send you a fast referral. it's a win/win! thank you. 
Motorola C155 Prepaid Phone (NET10): Cell Phones & Service,5.0,"I've had my Tracfone for about 5 months now. The reception has been generally good. Once i got the phone activated, I haven't had any problems. Tracfone has a 'refer a friend' program that will give each of 100 free minutes. All you have to do is send me an email asking for a referral. My email is debsclay@gmail.com thank you"
Motorola C155 Prepaid Phone (NET10): Cell Phones & Service,5.0,Very good phone.  Nice color screen.  Easy to read. Lots of features
Motorola C155 Prepaid Phone (NET10): Cell Phones & Service,5.0,My experience using the TracFone has been good. Coverage and connections are not a problem
Palm Treo 700w Treo 700p Treo 700wx Treo 650 OEM Stylus (3pack): Cell Phones & Service,5.0,"Extra styli are probably useful for the vast majority of us who lose things.  This is one better as it has a pen built in.  Just unscrew the tip of the stylus and you've got a pen.  You never know when you'll need one, so when you do there it is.  It also blends in well with the design of my Treo 700wx both visually and tactile-ly.  Good stuff"
Palm Treo 700w Treo 700p Treo 700wx Treo 650 OEM Stylus (3pack): Cell Phones & Service,4.0,"The product came promptly and I am happy with the quality.  However fitment wasn't perfect as the ends would sit a little higher than my treo.  Not a huge problem, but something I would feel everytime I reach for the stylus. But the pen works pretty good, and it feels sturdy in my hands.  I would definately recomment this product to others"
SPN4681C Original Motorola Wall Charger for Motorola V220 V180 V188: Cell Phones & Service,5.0,This is the original and at half the price of the newer charger this is a really great buy.  Fully functional and provides all that it should as a charger for the V188
SPN4681C Original Motorola Wall Charger for Motorola V220 V180 V188: Cell Phones & Service,5.0,"ROI is great.  Working very nice for me.  Been using this for the past 2 months.  Fried my original one when used it abroad, with wrong voltage"
SPN4681C Original Motorola Wall Charger for Motorola V220 V180 V188: Cell Phones & Service,5.0,Excellent price for the charger. Original Motorola equipment.  Shipping was a little steep for such and inexpensive item.  Shipping was very fast.  I definetly will continue to do business with Amazon and A1 Accessories. Very pleasant and uneventful shopping experience
