Product_Name,Rating,Review_Comments
Three-Piece Value Combo Pack for Nokia 6230: Cell Phones & Service,2.0,"This deal was too good to be true. Of course I wasn't expecting any name brand stuff here, but at least I expected them to all work. I don't know if I got a bad earbud or what, but it adds static and noise and therefore cannot be used.The case I didn't need, but it does fit well and looks to be decently constructed. The power adapter seems to work fine. So basically I spent $9.99 and am only using the power adapter. I guess that's a good enough deal. I think I'll go spend some extra money and get a brand name earbud/headset though"
Cardo Systems scala-500 Bluetooth Headset - Red: Cell Phones & Service,1.0,"I recently purchased this bluetooth Scala-500 and used it all about maybe 5 times.  Why such a short amount of time?  Because the sound quality heard on the other end is so poor that I am told it sounds like I am in a windy tunnel when in fact I am in the car with the windows up and radio off.  It's a bit too hot to drive with air condition off and windows up just so the person on  the other end can hear me.  Now I keep this piece of junk in my console and will only use it if my Logitech bluetooth is out of power.  If you buy this make sure you plan to use it in a place like a library where there are no sounds at all to interfere.  The only good thing about this headset is that it was easy to setup and connects well with my cell phone.  Think twice about buying this product or check it out at your local retailer first.  Even with the rebate I only paid $[...], but still not a bargain.  The one star was for the ease of setting up with my cell phone"
Black Plastic Swivel Belt Clip Holster for Sony Ericsson Z525 / Z525a / Z525i / Z520/Z520a: Cell Phones & Service,1.0,"As soon as I bought it I realized it doesn't hold the phone too well. Few days later my concerns proved them selves, every time I made a rapid movement or tried to run with it (even very carefully) the phone would unclamp itself from the holster and slam into the ground. Every time I was lucky to realize as soon as I droped it, untill today when after coming home from shoping I realized my z520a is no longer with me. There goes a $200 phone, lost because of a stupid $10 holster.  Do not buy this product, if you realy need a holster go with something like Sonyericsson's ""ICE-26"" that secures the phone with an extra flap on top so it dosn't slip out of the holster. As for me I gatta get me a new phone, shame I had the Z520 cell phone for about 4 months now and I really liked it"
Treo 650 SkinTight w/ Holster - Black: Cell Phones & Service,2.0,"The skin is a great idea, but it is not practical.  It is too thick to work with the Seidio Cradle I have, so I must pull off the skin to sync my Treo.  The skin buttons do not always line up with the TREO buttons, so I misfire applications.  The holster is a joke as it snaps over top the expansion card slot constantly ejecting the card every time I pull the phone off the holster.  Do not place the phone in your pocket with the skin on unless you need to see the inside of your pocket liner as it will not come out cleanly"
Treo 650 SkinTight w/ Holster - Black: Cell Phones & Service,1.0,"I was looking forward to the Speck rubberized cover with some excitement, however I was disappointed.  While the cover fits very well it and may work in an industrial environment, after the first day it looks like it's two years old.  If you have an SD card in your Treo forget it -- the belt clip will pop your card daily.  And the belt clip itself is an afterthought easily sliding off your belt.  Don't even think about putting the Treo in your pocket as the non-slip cover won't begin to slide into your pocket.  Finally, the price at $32.95 is outrageous for a $5 cover.  If you're in an industrial enviroment this may be your cover, but for the rest of us...keep shopping or buy insurance"
Treo 650 SkinTight w/ Holster - Black: Cell Phones & Service,2.0,"The SkinTight cover is cool. Works pretty well with the unit, but the belt clip SUCKS! It's big and bulky and locks in over the mute switch on the Treo and it sometimes slides the mute switch over to mute or vise versa."
3 Piece Starter Kit for Motorola V220: Cell Phones & Service,1.0,"The headset really has bad sound quality.  I missed the reviews before I ordered & I shouldn't have bought it.  considering the quality of the headset, I didn't even try the car charger in the fear that it wouldn't follow the necessary battery charge cycle"
3 Piece Starter Kit for Motorola V220: Cell Phones & Service,1.0,This stuff isn't even worth $14.99.  My husband and my aunt couldn't even hear me.  It's a piece of crap. I sent it back the same day.  DON'T BUY IT!!
Sanyo SCP-6600 Katana Cherry Blossom Phone (Sprint): Cell Phones & Service,1.0,"PLEASE, PLEASE PLEASE DO NOT BUY THIS PHONE!!!  I have had this phone for 6 months, and I am SO disappointed!  Of course it worked for the first 30 days (within the grace period), but then I began having problems with keeping the battery charged.  I took it to the local Sprint store, and they gave me a new battery.  That worked for a few weeks, but just recently I've started having the same problem.  I just spent over 2 hours on the phone (of course not MY phone--I had to use my work time) with Sprint and Sanyo.  Of course, neither company was willing to stand behind the product, so now I have to send the phone (at my expense, of course) to Sanyo to have it repaired, which will take two weeks, at least.  So please, do yourselves a favor, and pick out a different phone"
Sanyo SCP-6600 Katana Cherry Blossom Phone (Sprint): Cell Phones & Service,1.0,"I was with Sprint for almost 10 years, all told. I had a picture mail account with them for about 3 years. Just recently, without any warning, whatsoever, they deleted over 500 of my precious pictures from my picture mail account...pics that had been accumulating and many of which had been safely and soundly sitting there for most of that period of time.  Most of these pics were VERY important to me and are now lost forever.(I had only backed up about 45 of them.) I guess it was my own fault for trusting Sprint, but they offered no real explanation and when I tried to have the pics recovered, not only could they not do that, but they said they had NO RECORD of me ever having the picture account that I had with them for almost three years!!! This is the worst thing any service company has ever done to me! So, my advice: DON'T TRUST SPRINT!!! Again, this happened with any warning! It could happen to you too! Trust me: avoid Sprint at all costs! I should have"
Sanyo SCP-6600 Katana Cherry Blossom Phone (Sprint): Cell Phones & Service,2.0,"I got this as a gift, its too thin for me. I""m not into the credit card sized phones.  Picture quality sucks, its hard to manage it.  the menu buttons are inconviently placed, such as the My content and the address icon should have been switched around for better handling.  its such a hassle to plug in the earpiece plus the connector to the phone!"
Eforcity Clear Crystal Case for Motorola L6 / L2: Cell Phones & Service,1.0,"I bought this item to protect my new Motorola L6. First of all, it's a cheap piece of plastic... would break if dropped.Second, and more important, MY PHONE DOESN'T WORK WITH IT ON! The plastic tabs on the side are were the side buttons are on the phone, preventing any usage of the entire phone. BEWARE... DON'T BUY"
Eforcity Clear Crystal Case for Motorola L6 / L2: Cell Phones & Service,2.0,It looks nice and the color of the phone looks better but it scrachted and broke easily. The shipping was fast and the price was right
Eforcity Clear Crystal Case for Motorola L6 / L2: Cell Phones & Service,2.0,"I tried to cancel the order, but they said it has been shipped.  I was cancelling on October 13, 2006, but the package labeled that it was shipped on October 17, 2006. How can it be shipped 4 days after it was shipped"
"Three-Piece Value Combo Pack for Motorola V170, V171, V173: Cell Phones & Service",1.0,You get what you pay for.  Don't bother with this at all.My car charger did not work at.  See other reviews on the problems w/ the leather case.  Save your money
"Three-Piece Value Combo Pack for Motorola V170, V171, V173: Cell Phones & Service",1.0,"I haven't tried the hands-free device and probably won't bother, but the case is cheap looking and the charger didn't work at all.  As they say, you get what you pay for!  I'm going to an actual store and get a real Motorola accessory kit.  Don't bother with this one"
Samsung T809 Stereo Earbud Headset with Send End Button: Cell Phones & Service,2.0,"I read the other review about these falling out of the reviewer's ear...  I figured at this price, I'd try for my wife and I.  When I first tried them on, I instantly realized that the other reviewer was dead on.  Even with the provided clip, these fall out and you're better off not using them.  Frustrating that all these cell phone companies are now going to proprietary jacks on cell phones.  Two stars only because they do work if you hold them with your hands and they were inexpensive. "
Samsung T809 Stereo Earbud Headset with Send End Button: Cell Phones & Service,1.0,"Samsung has a great phone with the Black Jack.  Unfortunately, the headset jack is not a standard jack, but instead one unique to Samsung phones.  Therefore, you are forced to buy Samsung's headset.  Bottom line -- don't bother.  The design is horrible.  The earbuds don't stay in the ear.  What makes matters worse is that each ear bud has a rigid teardrop of about an inch and half that connects to the cord.  Any pressure or movement on the teardrop say from clothing or hair pushes the ear bud out of your ear.  I hope that Samsung creates an adapter to fit in the jack that will allow you to use regular headphones. "
Nokia 5300 XpressMusic myFaves Black Phone (T-Mobile): Cell Phones & Service,1.0,"I think this is the worst Nokia phone I have ever had.  It just doesn't seem like it's Nokia quality to me.  I would get the Samsung slider if I could do it all over again.  Battery life is subpar, slider seems cheap and breakable, speakerphone is not loud enough.  The interface is pretty smooth, but that's about it.  If you have to have a simple interface, then this might work, but otherwise I'd get the Samsung"
Nokia 5300 XpressMusic myFaves Black Phone (T-Mobile): Cell Phones & Service,1.0,"I got this phone cause I thought it would be a nice little phone. Wrong. Yes it plays songs. Yes it is little. Too little!!!! This phone is not made for someone who has med to large fingers. The voice dialing DOES NOT WORK! It is hard to use. I returned the phone after only 2 DAYS! I got the Samsung T629. TOTALLY better. Does almost everything the Nokia does, but is better, looks better performs much better. If you are a teenager this phone may be good for you. The Samsung even sounds better. Get the Samsung, same price more phone"
Eforcity Pink Silicone Skin Case for Motorola Razr V3 / V3c / V3m: Cell Phones & Service,2.0,"It was broken in a few days of use, you should buy a hard cover instea"
Black and Silver Stereo Headset with On/Off Switch for Nokia E60 / E61 / E62 / E70 / N70 / N71 / N73 / N80 / N92 / N93 / 3200 / 3205 / 3250 / 3587i / 5100 / 5140i / 6070 / 6100 / 6101 / 6102 / 6102i / 6103 / 6111 / 6125 / 6126 / 6131 / 6155i / 6170 / 6225 / 6230 / 6233 / 6255i / 6256i / 6265i / 6270 / 6280 / 6282 / 6585 / 6600 / 6610 / 6620 / 6682 / 6800 / 6820 / 7210 / 7250i / 7360 / 7370 / 9300 / 9500 / VI-3155i [OEM] HS-23 from Eforcity: Cell Phones & Service,1.0,This headset is NOT compatible with the Nokia E62!  The Nokia E62 has a 2.5mm headphone jack and not the pop port shown on this accessory.
Verizon LG VX8500 Chocolate Crystal Rubberize Black Case Cover with Detchable Belt Clip: Cell Phones & Service,2.0,"For $4 it's not bad, but within two weeks the black paint started coming off to reveal the white plastic, looks horrible, but if you don't care how the case looks then this is the case for you"
Verizon LG VX8500 Chocolate Crystal Rubberize Black Case Cover with Detchable Belt Clip: Cell Phones & Service,2.0,"Snaps on easy but snaps off easy too.  It also takes the nice design of the phone that is easy to open and makes the phone really hard to open and then snaps off when you do.  This case also hinders comunications, maks you sound really muffled to the person on the other end of the line"
Verizon LG VX8500 Chocolate Crystal Rubberize Black Case Cover with Detchable Belt Clip: Cell Phones & Service,1.0,This thing doesnt slide well and the front cover falls off easily not worth the material it was made from if you don't ever open your phone this is the case cover for yo
LG HBM-300 Bluetooth Headset (Black): Cell Phones & Service,2.0,"I got this for Cyber Monday for $20 too.  I thought I couldn't go wrong for $20.  Well, I was wrong--it was twenty dollars completely wasted.  I'd feel bad giving this POS away...  I could not get the thing to stay put, the boom mike is so bottom-heavy that it won't stay close to my cheek even sitting still!  And it pokes out about 3 feet to the side of my head (it seems like it anyway) if I am moving around at all!  Almost like it was DESIGNED to get as far away from my voice as possible.  But even holding the stupid thing with my hand did not help the sound quality.  I got constant complaints that I could not be heard very well.There are only a couple things saving this from a 1 star rating.  First, I did only pay $20 for it.  Second, it's a decent quality, just piss-poor design.  And three, I liked that when I clicked the button (not due to incoming call), it automatically launched the voice dial menu, so I could really make a call without ever touching my cell phone.  I guess that is one of the perks of having the same mfr for both headset and phone. But it fails miserably at it's primary design goal, so I heartily recommend staying away from this product"
LG HBM-300 Bluetooth Headset (Black): Cell Phones & Service,2.0,"Saw good deal for a bluetooth earpiece, so I took it.  The installation was a little tricky at first, but once i got it paired with an LG Chocolate, it was functional.  Tested it out all over the house, and it was very staticky and distorted over 10 feet.  Used it driving, and lost bluetooth link with phone within seconds of driving underneath any tunnels.  Not a quality bluetooth earpiece.  Look to Motorola or Jabra for a decent one"
USB SYNC DATA CABLE + CD DRIVER for SAMSUNG A930 / A870 / A645 / A960 / A990 / M500 / A850 / A950 / A970: Cell Phones & Service,1.0,"This product alone does NONE of the things listed in the descrption BY ITSELF. You must still buy other software to use it. When I questioned them about why they listed it as doing all these things, which it doesn't do, they pointed out where it says ""may require 3rd party software for various uses"". I just didn't know that the definition of 'various' was ALL USES WE HAVE LISTED. I would rate my experience with this seller as: DissapointingAt least let my misfortune be a warning to someone out there somewhere. "
"Cable, Ziplinq Palm T5 and Treo 650: Cell Phones & Service",1.0,"I know from experience. I have owned every brand of this type of cable over the years. I think one company makes them all. They will NOT last. The cable will develop a bare spot near the device connector end and short itself out. For some reason, it only happens with the Palm-type cables. My iPod and USB retractable cables have lasted. Perhaps one just ends up using the Palm device cables more for hot-synching and/or charging daily.See my PALM page at [..."
"Cable, Ziplinq Palm T5 and Treo 650: Cell Phones & Service",2.0,"I bought this cable. My first peeve was that it was shorter than the original Palm Hotsync cable, but my major issue is that a few weeks of use were enough to break one of the little tabs that holds the contacts firmly in place, so WATCH OUT, and treat this cable nicely. I like the retracting cable concept, but was disappointed in how easily it got damaged"
Motorola KRZR K1 myFaves Silver Phone (T-Mobile): Cell Phones & Service,1.0,"FUNCTION FOLLOWED FORM On this one!! You can't see anything in the outer window, especially in the sun light. So you can't see who's calling or what time it is without opening the phone. It hurts your ear when talking. The buttons are difficult to push. It's my third Motorola and the prompts are different than others...Motorola should maintain consistency to keep loyal customers. Too many prompts to reply to a text. Thought the functioning of this phone was totally sacrificed for it looking 'cool'. I returned it and got my money back"
Ratcheting Swivel Belt Holster for Motorola V220: Cell Phones & Service,1.0,"This holster offer's your phone ZERO protection.  Not to mention the fact that bumping into something can oftern knock the phone out of the holster.  While it does allow the phone to swivel, thus avoiding being stabbed by the antenna when seated, I ended up being the stabbing victim of the belt clip instead.Not to mention the wear and tear from the phone hitting the pavement.All in all, I would NOT recommend this holster.  I'm shopping for a holster and faceplate as we speak.."
Ratcheting Swivel Belt Holster for Motorola V220: Cell Phones & Service,1.0,"While this is a functional holster, be aware that you may -- like me - find that your phone hangs up as you extract it from the holster.  I know, I know.  You can turn off the ""answer phone when opened"" option, but that is not preferred by everyone.You may also find that the phone does not stay in the holster securely."
Starcom Slice Phone (Virgin Mobile): Cell Phones & Service,1.0,I chose Virgin Mobile thinking they would be a good company. I have never been treated so rudely by customer service people in my life. In multiple conversations and speaking to numerous people I never got the same answer twice. It was a nightmare.I ended up throwing away the phone and losing my money. I feel stolen from.I would never do business with this company again. Huge mistake in the first place
Kangaroo Universal Accessory Case for Cell Phones - Black/Gray Argyle: Cell Phones & Service,1.0,"I'm writing a review for the first time because I've never been so dissapointed with a shopping experience. I bought cell phone cases from World of Bags so that I could give them as Christmas gifts. I ordered them on December 5th. It took them until December 19th to confirm that they were being shipped! It was as if they were waiting for the last minute to ship me my items. [Amazon has a two week policy for shipment of products.] Needless to say, I did not get to give them away as Christmas gifts. This is the type of service I got for choosing standard shipping -which was very expensive to send two little cell phone cases(I can't specify how much because they won't let me post prices in reviews)! They also shipped them seperately. A sign of inefficiecy, indeed. One came in an appropriately sized bubble envelope and the other in a huge box. I've decided to not return the items because I want to cut my losses now and just never order from them again"
Blackberry 7290/7230 SkinTight w/ Holster- Black: Cell Phones & Service,2.0,"Great concept: protective rubber skin that protects the BlackBerry unit from accidental drops and scratches.  The rubbery material tends to collect all sorts of dust and lint.  It's very hard to get it off (unless you wash it with water or use tape to peel it off).  The protective cover doesn't fit around the screen too well.  Mine tends to be stretched out a little more on the left side than on the right (even if I try and reposition the unit itself).  The plastic screen cover (that can be removed) was already scratched due to the way it is packaged.  All in all, I am pretty disappointed... mainly because I paid over $33 for it.  It's now sitting on my desk at work collecting dust"
Eforcity Clear Crystal Case for Motorola Slvr L7/L7e / L7i / L71: Cell Phones & Service,1.0,"My husband and I found these cases for our new SLVRs and were excited.  Unfortunatly, like others, we have found that they don't fit our phones.  We have the right style SLVR, the case just doesn't fit"
Eforcity Clear Crystal Case for Motorola Slvr L7/L7e / L7i / L71: Cell Phones & Service,2.0,I purchased this crystal case to protect my new slvr L7.  It doesn't fit.  The case is not wide enough to fit together over the phone.  Don't waste your money.
RED RUBBERIZED PROGUARD (WITH BELT CLIP) COVER SNAP-ON CASE for PALM ONE TREO 650 / 700: Cell Phones & Service,1.0,"This phone case is the worse one ever for the TREO 650. Yea the color is great but, if you just tap it on the ground or anything the color comes off wit ease.  The screen protector is not that great either.  A piece of plastic over the screen.... You have to lift it up so now you have a piece of 2 cent plastic over a five hundred dollar phone.  Not smart.  Now there was someone who likes this cheap piece of plastic over the screen to protect it. Quote ""It attaches easily and I especially like the screen cover - most cases don't have this (if you drop the phone and crack the screen, you're hosed)."" Well about this statement. Insurance!!! If you invest in a five hundred dollar phone then you must have insurance on it.  So, I guess you are not hosed in the end.  Final:  I am very disappointed in the cover and recommend that you invest in another product (leather).  I bought this item hoping to have something different.  The sale price is really what it is worth.  Six bucks....  $6.00 on a $500.00 phone.... My bad.. I really should have tough about this one and this is a warning to others.  How cheesy... I tough I was getting a deal"
Insten - 3.5mm Plug Headset Adapter with Switch for Palm Treo 650 / 680 / 700 / 700w / 700p / 700wx / 750v smartphone by Eforcity: Cell Phones & Service,1.0,"I bought three of these at once - and they all were fine for being an adapter to a 3.5mm headset for listening to music, but they didn't handle calls at all - everything is full of static, listening and talking. I just placed a call with it, and the person who answered immediately told me to call back that the connection was terrible, but it was the adapter that was the problem, full of static and echo. I would never use these for calls"
Samsung A670 Phone (Verizon Wireless): Cell Phones & Service,2.0,"I enjoyed using this phone for some time.  It was functional, it felt solid, and it had a nice low profile look. However, after around a year and a half, the continued act of opening and closing the phone has caused the hinge to crack, and to gradually break off completely.  I now have to hold the phone together with my hand while I talk, which is extremely awkward.  This is especially frustrating given the rest of the phone is so well made.  Furthermore, it seems to have unfortunately failed just before my ""upgrade"" opportunity (in a couple of months), and right after my purchase of some extra accessories (batteries/chargers).  Search around online for ""a670 hinge"" and you will find a lot of other people with problems like mine.  This in itself wouldn't be a problem if Samsung would willingly replace the phone.  However, they are not claiming it as a design defect, and neither Samsung nor Verizon are offering to replace it.  Bad form for both, although perhaps Verizon isn't as much to blame.I would avoid both Samsung and this phone because of this incident.  This phone is seemingly designed to be durable, but it frankly is not meant for the long haul, and is too pricey given its average performance. "
Samsung A670 Phone (Verizon Wireless): Cell Phones & Service,1.0,"Samsung A670 is a lame phone. Also, the battery life is not good. It didn't have many features so its just a waste of your money. The Ringtone Volume was too low. I would suggest Samsung improved this phone. I am not sure if i ever want another Samusung again. I have all these samsung accessories and they are in no use they just sitting in the box colleting dust."
Lithium Ion Battery for Samsung A670: Cell Phones & Service,1.0,"this battery is not compatible with my verizon samsung a670. when you put it in, it reads ""bad battery"" on the screen and will go no further"
Genuine Contour Carrying Case for Motorola Razr V3 V3c V3i V3m (Baby Pink): Cell Phones & Service,2.0,"I don't know about other company, but Accessory Export will sell you the product that is totally different from the picture.  I bought a Genuine Contour Leather Case for Motorola Razr V3, but what I got was a cheap plastic covered with some form of soft plastic.  There is no leather on the case at all. Not only that, the cover smells like petroleum oil"
Genuine Contour Carrying Case for Motorola Razr V3 V3c V3i V3m (Baby Pink): Cell Phones & Service,2.0,"This is a hard plastic case that clips over the outside of your phone. The outside is a faux leather, made of plastic that looks convincing enough. All told it is an acceptable choice, trendy"
Palm Treo 650 Crystal Clear Hard Case with Belt Clip: Cell Phones & Service,1.0,"This worked for only a couple days. Although the belt/pocket clip held my Treo securely, it was a bit bulky and kept the phone far from my body and often in the way. After a cople of days, the star shaped piece on the back of the phone that clips into the beltclip started to disintegrate one star point at a time...after a couple more days it was useless.Save your money on this one.."
Net10 Motorola Prepaid Cellular Phone - Blue (NTGC139): Cell Phones & Service,1.0,"I've owned a Tracfone for 3 years.  My old Tracfone quit working, so I purchased a new one.  I've been trying for 4 weeks to transfer my old phone number to my new Tracfone.  It's been a nightmare-after 4 weeks, 3 new sim cards, and countless calls to TracFone customer service reps, I've accomplished nothing.  My phone is still not activated, I still don't have my old number transfered, and I've wasted 7 hours speaking to customer reps.  I don't recommend TracFone"
Net10 Motorola Prepaid Cellular Phone - Blue (NTGC139): Cell Phones & Service,1.0,"Got it home put in the sim card, add the battery and changed the phone. Once it was charged I went to activate the phone, it said ""insert sim"". I redid several times, called support, got the run around, becaused it did not understand my error. When I got a person, she said the same thing, after 15 minutes of trying to insert a card where there was no place for a card, the lady said they would have to send me a new phone, mind was broke. So we will see if the new one is better, next week when it comes"
LG C1500 Phone (Cingular): Cell Phones & Service,1.0,"We've had 3 of the LG1500 in our family plan for nearly a year.  Very inconsistent service.  When calling our son, I would get a message that his number was ""blacklisted"".  After calling Cingular several times, we demanded new phones...not LG1500.  We were told it was ""like for like"" exchange, but that policy is not in writing...so we're getting a different brand.  If a phone doesn't work, the company needs to get rid of them!"
LG C1500 Phone (Cingular): Cell Phones & Service,2.0,"I got the phone because it was small but I didn't know I'd be sacrificing so much. The speakerphone only works when the call picks up and my text message inbox fills up basically every day. I get shoddy service and while i do like the design, there are lots of places where the paint has chipped away and I can see thru to the casing. All in all an okay phone if all you want it for is emergencies, but it's not really the best for what you'll want to do with your cell phone."
LG C1500 Phone (Cingular): Cell Phones & Service,1.0,"I paid 10 dollars for this phone and have spent almost 40 on sim cards. The phone will say ""Insert SIM Card"" even if it is inside. It recyles, and when it does so, the screen goes blank and if you were talking on the phone your call is dropped. There is a VERY minimal selection of graphics, ringtones, and games.  You cannot change the mini display. Save your money because you might end up spending 40-50 bucks on SIM cards, and another 50 for a replacement phone."
LG C1500 Phone (Cingular): Cell Phones & Service,1.0,"My wife and I got two of these phones for ""free"" when she switched to Cingular. After two weeks, we exchanged her phone for a new one of the same model because it would freeze and drop calls constantly. My phone was fine, but has lately been experiencing the same issues. I know service is not the problem as I had a Samsung phone through Cingular before and had no problems calling from the same areas. Sometimes I'll have 5 bars and all of the sudden it goes to 0 and takes a minute or two to come back.I do not recommend this phone. Even though it is/was free, it's not worth the frustration"
LG C1500 Phone (Cingular): Cell Phones & Service,1.0,"I got this phone in January, and I had to take it back the day I got it because it kept losing service and dropping calls.  They gave me a new one thinking that it was just that phone... but it wasn't.  The one I have now isn't as bad as the first one, but it still loses service and drops calls constantly.  Don't buy this phone"
LG C1500 Phone (Cingular): Cell Phones & Service,1.0,"This has to be the worst phone I've ever owned.  I thought Motorola StarTac (my very first phone) was bad, wait till use this phone.  I have 4 LG C1500 phones in my family plan.  2 works ok but the other two, where do I begin.  First, it keeps complaining to insert sim card although it's inserted properly.  Went to Cingular store got the new sim card, works ok for a day.  Next day, same thing.  Did this 3 times and had Cingular send me the replacement phones.  Now one of the two doesn't complain about the sim card but occationally it says it's not in the network although it shows full bars.  The other one still have problem with sim card.  I just got the third replacement phone and now it seemed to be ok with sim card issue but can't talk more than a minute.  It just drops a call in the middle of conversation.  I now am trying to get a 4th replacement phone but not sure if they will issue it.  I am under 2 year contract and still got 14 months to go, what a nightmare..."
LG C1500 Phone (Cingular): Cell Phones & Service,1.0,"We bought 2 phones on a family plan last October.  We were looking for a very basic flip phone capability, no bells and whistles needed.  Our major use was to communicate between each other.  We were happy for for about 5 months.  Since then we have experienced all the problems mentioned.  Our phones were replaced during April. One sim card was replaced during June. Yesterday we again replaced our sim card on the same phone.  Another replacement phone is on the way to us.  The major problems have included ""service not available"" even though 4 bars are showing and the other phone works at the same location, ""unable to read"", ""insert card"", and of course dropped calls.  Yesterday as I was talking to a warrantee agent trying to resolve our most recent problem my call was dropped in the middle of the call.  At this point I have concluded that this model is extremely unreliable and am looking for an alternative solution.  I can not depend on it.  I would not recommend it to anyone"
Three-Piece Value Combo Pack for Nokia 1100: Cell Phones & Service,2.0,Good case...functional charger...*headset NOT COMPATIBLE with the Nokia 1100!!!* Completely different connector type...LOOK CLOSELY at the product photo
Cingular 8525 Designio Leather Case: Cell Phones & Service,1.0,"Totally impractical - this model smartphone is already fairly bulky - this just makes it as lot more so.  Even worse, you cannot attach it to your belt or pocket because there are no clips and /or loops in the design !"
Cingular 8525 Designio Leather Case: Cell Phones & Service,1.0,"The construction is shoddy, very bad quality leather, made in China.My phone (Cingular 8525) would not even fit in it.The design itself seemed awkward.It went straight back to the Boxwave"
Sony Ericsson DCU-60 USB Data Cable [OEM] for Sony Ericsson K310a / K310c / K310i / K510a / K510c / 510i / K610i / K750c / K750i / K758c / M600i / M608c / P990c / P990i / V630i / W300c / W300i / W550c / W550i / W600c / W600i / W700c / W700i / W710c / W710i / W800 / W800c / W800i / W810c / W810i / W850i / W900c / W900i / W950c / W950i / Z520a / Z520c / Z520i / Z525 / Z525a / Z525i / Z530c / Z530i / Z550c / Z550i / Z710c / Z710i: Cell Phones & Service,1.0,"The USB cable and software did NOT work for the Sony Z525A phone, purchased through Xcingular. The phone will NOT connect to the pc. The phone does indicate that it is charging through the cable. Uninstalled the software and tried again, with firewall shut off. Same result. Connecting a USB device should NOT be this difficult.  "
Eforcity Clear Plastic Swivel Belt Clip Holster for Sony Ericsson K750 / K750c / K750i / W810 / W810c / W810i: Cell Phones & Service,1.0,"I bought this case to protect the best bar phone on the market, the Sony Ericsson W810I. Within 2 Days the case already started to crack and chip. I dropped the phone once and the phone came flying out of the case. The case also scratches easily too. The only good thing is that it looks nice and stylish, but I have a feeling that I am going to have to replace it pretty soon. Bottom Line: This case only protects against scratches.I was actually looking at the Clear Silicone Cases"
"3 Piece Starter Kit for Motorola i850, i760: Cell Phones & Service",2.0,my car adapter lasted for about a week and then it broke and my case riped on the 2 day 
Eforcity USB Data Cable for Motorola V266 / V276 / V547 / V555 / V557 / ROKR E1 / E815 / V330 / V265 / V300 / V400 / V500 / V525 / V505 / V551 / V710 / V810 / V600 / T720 / T720i / T722 / T722i / T725 / V60 / V60t / V60c / V60g / V60i / V66 / V70 / V120 / V120c / V120t / C343 / Timeport 270 / 270c / 280 / 280g / Nextel i99cl / i95 / i95cl / i90 / i90c / i88s / i85 / i85s / i80 / i80s / i60 / i60c / i58 / i58sr / i55 / i55sr / i50 / i50sx / i35 / i35s / i30 / i30sx: Cell Phones & Service,2.0,Unless you have a CD with a program that is specific to your phone this cable.
Motorola Razr V3 V3c V3m Black Rubberize Crystal Case Cover with Removable Ratcheting and Fixed Belt Clip: Cell Phones & Service,1.0,"First: The part that the ratcheting clip clips to has to be attached to the case with 4 screws.  Second:  No Fixed belt clip.  Third: Only the case is black, all other parts are clear plastic.  Bought 10 of them for 36 cents each, spent 35 dollars on shipping.  Guess i got what i paid for.  Now i have to go thru the process of trying to get a full refund"
Motorola Razr V3 V3c V3m Black Rubberize Crystal Case Cover with Removable Ratcheting and Fixed Belt Clip: Cell Phones & Service,2.0,"When I first got this item I was very pleased. It was so cheap and it looked great. It snaps so easily on and feels really cool. However, after about 3 weeks, the duller, not so shiny coat that I liked on the cover started to come off. Beneath it was a very shiny black coat. I was so disappointed, I took it off and went with my original cover. It looks really bad and just looks like something I've had for 3 years instead of just 3 weeks. I am very displeased with this item"
"Eforcity USB Data Cable for LG VX8300 / VX-3400 / VX-3450 / UX210, VX5300 / UX-245 / AX-245: Cell Phones & Service",1.0,"I have a UX245.  As you can tell from the item name, this product should have been compatible with my phone.  However, when installing the cd, you are asked to pick your phone from the list.  My phone wasn't even on the list.  Then I got a message saying it woulrd corrupt my computer if I continued to download.  However--who wants to send it back for a refund when you lose shipping and the shipping was as much as the item!!!!!!!"
"Eforcity USB Data Cable for LG VX8300 / VX-3400 / VX-3450 / UX210, VX5300 / UX-245 / AX-245: Cell Phones & Service",1.0,"DO NOT order from this company. The cable does not fit in the phone. Unfortunately, I did not read the reviews before purchasing from Eforcity. The cable came a few days late. When it arrived, the cable did not even fit. The software for the cable was defective. After it had finished installing, Windows XP came up with an error message that stated the completion of this installation could cause corruption with the operating system. Eforcity is awful"
"Eforcity USB Data Cable for LG VX8300 / VX-3400 / VX-3450 / UX210, VX5300 / UX-245 / AX-245: Cell Phones & Service",1.0,The only support I received was to send me to a competitor's homepage and try to download their software.
"Eforcity USB Data Cable for LG VX8300 / VX-3400 / VX-3450 / UX210, VX5300 / UX-245 / AX-245: Cell Phones & Service",2.0,"The cable worked. That's about it. The software provided did not work, and it did not include the VX8300 model?! There was no contact information for the manufacturer, and I spent hours upon hours finding an appropriate driver, plus I had to find software to use this thing"
"Eforcity USB Data Cable for LG VX8300 / VX-3400 / VX-3450 / UX210, VX5300 / UX-245 / AX-245: Cell Phones & Service",2.0,"USB jack did not fit my phone and had to be dismantled and carved with a knife to squeeze it in (it works now, but has to be held in by hand).  Came with no instructions, and, if you don't have a pretty solid knowledge of drivers, you won't be able to figure this out.  The driver CD is useless more or less, since they don't send you a ""product number,"" which is needed to access the menu on the CD.It works, and I am able to send files to and from my phone, but this is after approximately two or three hours of downloading fixes and configuring my computer, and a whole lot of cursing. I won't be ordering anything from them again, and if I had it to do over, I'd order the cable from a different company"
